"Compound.Name","Column","z","QE.LinRange","QE.RF.ratio","QE.RSD","TQS.LinRange","TQS.RF.ratio","TQS.RSD","Compound.Type","Compound.Name_old","Compound.Name_figure","Compound.Name_SQL","Emperical.Formula","RT..min.","m.z","ionization_form","KEGG_Code","ChEBI_Code","Liquid.Fraction","Conc..uM","HILICMix","Date.added","Classyfire","Priority","KEGG_Names","PubChem_Code","PubChem_Formula","InChI_Key_Code","Canon_SMILES_Code","IUPAC_Code"
"5-(2-Hydroxyethyl)-4-methylthiazole","RP",1,NA,"0.985","3.6",NA,"0.838","1","Vitamin","Sulfurol","Sulfurol","Sulfurol","C6H9NOS",1,144.048311,"[M+H]","cpd:C04294","ChEBI:17957","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Azoles; subclass: Thiazoles; level 5: 4,5-disubstituted thiazoles",TRUE,"5-(2-Hydroxyethyl)-4-methylthiazole; 4-Methyl-5-(2'-hydroxyethyl)-thiazole; 4-Methyl-5-(2-hydroxyethyl)thiazole; HET",NA,NA,"BKAWJIRCKVUVED-UHFFFAOYSA-N","CC1=C(SC=N1)CCO","2-(4-methyl-1,3-thiazol-5-yl)ethanol"
"Thiamine","RP",1,"500 - >10000","0.34","3.2","50 - 2500","0.086","6.6","Vitamin","Vitamin B1","Vit B1","Thiamine","C12H17N4OS",0.69,265.112308,"[M]","cpd:C00378","ChEBI:18385","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Thiamines",TRUE,"Thiamine; Thiamin; Vitamin B1; Aneurin; Antiberiberi factor",1130,"C12H17N4OS+","JZRWCGZRTZMZEH-UHFFFAOYSA-N","CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO","2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethanol"
"Riboflavin","RP",1,"5 - >10000","0.89","3.5","<0.5 - >10000","0.739","2.6","Vitamin","Vitamin B2","Vit B2","Riboflavin","C17H20N4O6",4.39,377.146111,"[M+H]","cpd:C00255","ChEBI:17015","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pteridines and derivatives; subclass: Alloxazines and isoalloxazines; level 5: Flavins",TRUE,"Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2",493570,"C17H20N4O6","AUNGANRZJHBGPY-SCRDCRAPSA-N","CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O","7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridine-2,4-dione"
"Pyridoxine","RP",1,"5 - >10000","0.286","2.6","5000 - 5000","0.25","3.4","Vitamin","Vitamin B6","Vit B6","Pyridoxine","C8H11NO3",0.88,170.081719,"[M+H]","cpd:C00314",NA,"Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridoxines",TRUE,"Pyridoxine; Pyridoxol",1054,"C8H11NO3","LXNHXLLTXMVWPM-UHFFFAOYSA-N","CC1=NC=C(C(=C1O)CO)CO","4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol"
"Biotin","RP",1,"50 - >10000","0.788","5.1","5 - >10000","0.718","1.9","Vitamin","Vitamin B7","Vit B7","Biotin","C10H16N2O3S",3.75,245.09599,"[M+H]","cpd:C00120","ChEBI:15956","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Biotin and derivatives",TRUE,"Biotin; D-Biotin; Vitamin H; Coenzyme R",171548,"C10H16N2O3S","YBJHBAHKTGYVGT-ZKWXMUAHSA-N","C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2","5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid"
"Folic acid","RP",1,"50 - >10000","1.19","3.9","5 - >10000","0.873","3.4","Vitamin","Vitamin B9","Vit B9","Folic acid","C19H19N7O6",4.51,442.147508,"[M+H]","cpd:C00504","ChEBI:27470","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Glutamic acid and derivatives",TRUE,"Folate; Pteroylglutamic acid; Folic acid",135398658,"C19H19N7O6","OVBPIULPVIDEAO-LBPRGKRZSA-N","C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N","(2S)-2-[[4-[(2-amino-4-oxo-3H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid"
"Ascorbic acid","RP",-1,NA,NA,NA,NA,NA,NA,"Vitamin","Vitamin C","Vit C","Ascorbic acid","C6H8O6",0.8,NA,NA,"cpd:C00072","ChEBI:29073","Aq",1,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Dihydrofurans; subclass: Furanones; level 5: Butenolides",TRUE,"Ascorbate; Ascorbic acid; L-Ascorbate; L-Ascorbic acid; Vitamin C",54670067,"C6H8O6","CIWBSHSKHKDKBQ-JLAZNSOCSA-N","C(C(C1C(=C(C(=O)O1)O)O)O)O","(2R)-2-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-2H-furan-5-one"
"Thiamine monophosphate","RP",1,NA,"0.014","27.6",NA,"0.01","13.8","Vitamin (B1-derivative)","Thiamine monophosphate","TMP","Thiamine monophosphate","C12H18N4O4PS",0.67,345.078641,"[M]","cpd:C01081","ChEBI:9533","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Thiamines; level 6: Thiamine phosphates; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Thiamines; level 6: Thiamine phosphates",FALSE,"Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP",1131,"C12H18N4O4PS+","HZSAJDVWZRBGIF-UHFFFAOYSA-O","CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O","2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl dihydrogen phosphate"
"Thiamine diphosphate","RP",1,NA,"0.026","65.4",NA,"0.073","12.8","Vitamin (B1-derivative)","thiamine pyrophosphate","TPP","Thiamine diphosphate","C12H19N4O7P2S",0.67,425.044974,"[M]","cpd:C00068","ChEBI:9532","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Thiamines; level 6: Thiamine phosphates; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Thiamines; level 6: Thiamine phosphates",FALSE,"Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP",1132,"C12H19N4O7P2S+","AYEKOFBPNLCAJY-UHFFFAOYSA-O","CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O","2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl phosphono hydrogen phosphate"
"Choline","RP",1,"<0.5 - >10000","0.172","2.7","<0.5 - 5000","0.136","1.8","Vitamin (B-like)","Choline","Choline","Choline","C5H14NO",0.69,104.107539,"[M]","cpd:C00114","ChEBI:15354","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic nitrogen compounds; class: Organonitrogen compounds; subclass: Quaternary ammonium salts; level 5: Cholines; kingdom: Organic compounds; superclass: Organic nitrogen compounds; class: Organonitrogen compounds; subclass: Quaternary ammonium salts; level 5: Cholines",FALSE,"Choline; Bilineurine",305,"C5H14NO+","OEYIOHPDSNJKLS-UHFFFAOYSA-N","C[N+](C)(C)CCO","2-hydroxyethyl(trimethyl)azanium"
"alpha-Tocopherol","RP",1,"500 - >10000","0.473","33","5 - >10000","0.634","4.6","Vitamin (fat soluble)","Tocopherol (Vit E)","Vit E","Vitamin E","C29H50O2",14.725,431.388905,"[M+H]","cpd:C02477","ChEBI:18145","Org",0.25,NA,160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Quinone and hydroquinone lipids; level 5: Vitamin E compounds; level 6: Tocopherols; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Quinone and hydroquinone lipids; level 5: Vitamin E compounds; level 6: Tocopherols",NA,"alpha-Tocopherol; Vitamin E",NA,NA,"GVJHHUAWPYXKBD-IEOSBIPESA-N","CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C","(2R)-2,5,7,8-tetramethyl-2-[(4R,8R)-4,8,12-trimethyltridecyl]-3,4-dihydrochromen-6-ol"
"alpha-Tocotrienol","RP",1,"2500 - >10000","0.452","31.8","5 - >10000","0.702","2.8","Vitamin (fat soluble)","Tocotrienol","a-Tocotrienol","alpha Tocotrienal","C29H44O2",13.88,425.341955,"[M+H]","cpd:C14153","ChEBI:33270","Org",0.25,NA,160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Quinone and hydroquinone lipids; level 5: Vitamin E compounds; level 6: Tocotrienols; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Quinone and hydroquinone lipids; level 5: Vitamin E compounds; level 6: Tocotrienols",NA,"alpha-Tocotrienol",5282347,"C29H44O2","RZFHLOLGZPDCHJ-XZXLULOTSA-N","CC1=C(C2=C(CCC(O2)(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C(=C1O)C)C","(2R)-2,5,7,8-tetramethyl-2-[(3E,7E)-4,8,12-trimethyltrideca-3,7,11-trienyl]-3,4-dihydrochromen-6-ol"
"Calciferol","RP",1,"500 - >10000","0.409","12.7","50 - >10000","0.54","5.1","Vitamin (fat soluble)","Vitamin D2","Vit D2","Calciferol","C28H44O",13.75,397.34704,"[M+H]","cpd:C05441","ChEBI:28934","Org",1,NA,160401,NA,NA,"Vitamin D2; Ergocalciferol",NA,NA,NA,NA,NA
"Adenosylcobalamin","RP",2,"50 - >10000","2.774","5.5","5 - >10000","1.06","2.6","Vitamin B12","Coenzyme B12","Adenosyl B12","Adenosylcobalamin","C72H100CoN18O17P",5.4,790.3367,"[2M+H]","cpd:C00194","ChEBI:18408","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Tetrapyrroles and derivatives; subclass: Corrinoids; level 5: Cobalamin derivatives",TRUE,"Cobamide coenzyme; Adenosylcobalamin; Adenosylcob(III)alamin; Deoxyadenosylcobalamin; Cobamamide; Vitamin B12 coenzyme; 5,6-Dimethylbenzimidazolyl-5-deoxyadenosyl-cobamide; (5'-Deoxy-5'-adenosyl)cobamide coenzyme; (5,6-Dimethylbenzimidazolyl)cobamide coenzyme; alpha-(5,6-Dimethylbenzimidazolyl)cobamide coenzyme; 5'-Deoxy-5'-adenosylcobalamin; 5'-Deoxy-5'-adenosyl vitamin B12; 5'-Deoxy-5'-adenosyl-5,6-dimethylbenzimidazolylcobamide; 5,6-Dimethylbenzimidazolyl-Co-5'-deoxy-5'-adenosylcobamide; Calomide; Cobalamin coenzyme; Coenzyme B12; DMBC coenzyme; Dibencozide; Funacomide",70678541,"C72H100CoN18O17P-3","DFDCDQDATCDZSO-OUCXYWSSSA-L","CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[CH2-]C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.[Co]","(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-methanidyloxolane-3,4-diol;cobalt;[(2R,3S,4R,5S)-5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] [(2R)-1-[3-[(1R,2R,3R,4Z,7S,9Z,12S,13S,14Z,17S,18S,19R)-2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl] phosphate"
"Hydroxocobalamin","RP",2,"50 - >10000","0.662","2.7","50 - >10000","0.452","5.2","Vitamin B12","Hydroxo B12","Hydroxo B12","Hydroxocobalamin","C62H89CoN13O15P",4.35,664.7861,"[2M-OH]","cpd:C08230","ChEBI:27786","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Tetrapyrroles and derivatives; subclass: Corrinoids; level 5: Cobalamin derivatives",TRUE,"Hydroxocobalamin; Vitamin B12a; Hydroxycobalamin; Hydroxycob(lll)alamin",70678542,"C62H90CoN13O15P-2","ITFLMCXLENHUAD-WZHZPDAFSA-L","CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.O.[Co]","cobalt;[(2R,3S,4R,5S)-5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] [(2R)-1-[3-[(1R,2R,3R,4Z,7S,9Z,12S,13S,14Z,17S,18S,19R)-2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl] phosphate;hydrate"
"Methylcobalamin","RP",2,"50 - >10000","1.216","5.8","May-00","0.706","3.9","Vitamin B12","Methyl B12","Methyl B12","Methylcobalamin","C63H91CoN13O14P",6.29,672.8011,"[2M+H]","cpd:C06453","ChEBI:28115","Aq",0.25,NA,160401,NA,TRUE,"Methylcobalamin; Methylcob(III)alamin",123134034,"C63H92CoN13O14P","QXOMMGINPOYKPR-WYVZQNDMSA-M","[CH3-].CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+2]","carbanide;cobalt(2+);[(2R,3S,4R,5S)-5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[(1R,2R,3R,5Z,7S,10Z,12S,13S,15Z,17S,18S,19R)-2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-24-id-3-yl]propanoylamino]propan-2-yl hydrogen phosphate"
"Cyanocobalamin","RP",2,"50 - >10000","1.129","6.4","<0.5 - 5000","0.878","4.8","Vitamin B12","RP B12","Cyano B12","Cyanocobalamin","C63H88CoN14O14P",5.02,678.2894,"[2M+H]","cpd:C02823","ChEBI:17439","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Tetrapyrroles and derivatives; subclass: Corrinoids; level 5: Cobalamin derivatives",TRUE,"Cyanocobalamin; Cyanocob(III)alamin; Dicopac; Vitamin B12 complex",5311498,"C63H88CoN14O14P","FDJOLVPMNUYSCM-WZHZPDAFSA-L","CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]","cobalt(3+);[(2R,3S,4R,5S)-5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] [(2R)-1-[3-[(1R,2R,3R,5Z,7S,10Z,12S,13S,15Z,17S,18S,19R)-2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-24-id-3-yl]propanoylamino]propan-2-yl] phosphate;cyanide"
"Retinoic acid","RP",1,"50 - >10000","2.058","10.3","5 - >10000","2.006","7.2","Vitamin rhodopsin","Retinoic Acid","Retinoic acid","Retinoic acid","C20H28O2",11.97,301.216755,"[M+H]","cpd:C00777","ChEBI:15367","Org",0.25,NA,160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Retinoids; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Retinoids",NA,"Retinoate; Retinoic acid; Vitamin A acid; all-trans-Retinoate; Acide retinoique (French) (DSL); Tretinoine (French) (EINECS); 3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ECL); (all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid; beta-Retinoic acid; AGN 100335; all-(E)-Retinoic acid; all-trans-beta-Retinoic acid; all-trans-Retinoic acid; all-trans-Tretinoin; all-trans-Vitamin A acid; Ro 1-5488; trans-Retinoic acid; Tretin M; all-trans-Vitamin A1 acid",NA,NA,"SHGAZHPCJJPHSC-YCNIQYBTSA-N","CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C","(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid"
"Retinal","RP",1,"50 - >10000","0.635","21.8","5 - >10000","0.596","6.3","Vitamin rhodopsin","trans Retinal","Retinal","Retinal","C20H28O",12.52,285.22184,"[M+H]","cpd:C00376","ChEBI:17898","Org",NA,NA,160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Retinoids; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Retinoids",NA,"Retinal; Vitamin A aldehyde; Retinene; all-trans-Retinal; all-trans-Vitamin A aldehyde; all-trans-Retinene",638015,"C20H28O","NCYCYZXNIZJOKI-OVSJKPMPSA-N","CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C","(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenal"
"Dimethylbenzimidazole","RP",1,"5 - >10000","0.934","2","<0.5 - >10000","0.92","1.2","Vitamin synthesis","Dimethyl-benzimidazole","DMB","Dimethylbenzimidazole","C9H10N2",3.38,147.092223,"[M+H]","cpd:C03114","ChEBI:15890","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Benzimidazoles",TRUE,"Dimethylbenzimidazole; 5,6-Dimethylbenzimidazole",NA,NA,"LJUQGASMPRMWIW-UHFFFAOYSA-N","CC1=CC2=C(C=C1C)N=CN2","5,6-dimethyl-1H-benzimidazole"
"Dihydroxyacetone phosphate","HILIC",-1,"10000 - >10000","0.52","12.5","500 - >10000","0.921","15.8","Calvin cycle intermediate","DHAP","DHAP","Dihydroxyacetone phosphate","C3H7O6P",12.86,168.990203,"[M-H]","cpd:C00111","ChEBI:16108","Aq",6,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Monosaccharides; level 6: Monosaccharide phosphates; kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Monosaccharides; level 6: Monosaccharide phosphates",TRUE,"Glycerone phosphate; Dihydroxyacetone phosphate; 3-Hydroxy-2-oxopropyl phosphate",668,"C3H7O6P","GNGACRATGGDKBX-UHFFFAOYSA-N","C(C(=O)COP(=O)(O)O)O","(3-hydroxy-2-oxopropyl) dihydrogen phosphate"
"Adenosine monophosphate, 15N5","HILIC",-1,NA,NA,NA,NA,NA,NA,"Internal Standard","Adenosine Monophosphate, 15N5","AMP, 15N5","AMP 15N5","C10H13N(15)5O7P",11.585,351.0411,"[M-H]",NA,NA,"Aq",5,NA,170301,NA,TRUE,NA,NA,NA,NA,NA,NA
"Guanosine monophosphate, 15N5","HILIC",-1,NA,NA,NA,NA,NA,NA,"Internal Standard","Guanosine Monophosphate, 15N5","GMP, 15N5","GMP 15N5","C10H13N(15)5O8P",13.85,367.0364,"[M-H]",NA,NA,"Aq",2,NA,170301,NA,TRUE,NA,NA,NA,NA,NA,NA
"3',5'-Cyclic diGMP","HILIC",-1,"100 - >10000","0.776","13.3","20 - >10000","0.886","15.8","Intracellular signaling","Cyclic diGMP","Cyclic diGMP","Cyclic diGMP","C20H24N10O14P2",13.74,689.087051,"[M-H]","cpd:C16463","ChEBI:49537","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: (3'->5')-dinucleotides and analogues; subclass: (3'->5')-cyclic dinucleotides and analogues; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: (3'->5')-dinucleotides and analogues; subclass: (3'->5')-cyclic dinucleotides and analogues",TRUE,"3',5'-Cyclic diGMP; cdiGMP; 3',5'-Cyclic diguanylic acid; Bis-(3',5')-cyclic diGMP; Cyclic di-3',5'-guanylate",NA,NA,"PKFDLKSEZWEFGL-MHARETSRSA-N","C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(OCC5C(C(C(O5)N6C=NC7=C6N=C(NC7=O)N)O)OP(=O)(O1)O)O","2-amino-9-[(1S,6R,8R,9R,10S,15R,17R,18R)-17-(2-amino-6-oxo-1H-purin-9-yl)-3,9,12,18-tetrahydroxy-3,12-dioxo-2,4,7,11,13,16-hexaoxa-3ÃƒÆ’Ã…Â½Ãƒâ€šÃ‚Â»5,12ÃƒÆ’Ã…Â½Ãƒâ€šÃ‚Â»5-diphosphatricyclo[13.3.0.06,10]octadecan-8-yl]-1H-purin-6-one"
"O-Acetylcarnitine","HILIC",1,NA,NA,NA,NA,NA,NA,"New2","Acetyl-L-carnitine","Acetyl-L-carnitine","Acetyl L carnitine","C9H17NO4",7.22,204.123584,"[M+H]","cpd:C02571","ChEBI:15960","Aq",4,"Mix1",180130,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acid esters; level 5: Acyl carnitines; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acid esters; level 5: Acyl carnitines; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acid esters; level 5: Acyl carnitines",TRUE,"O-Acetylcarnitine; O-Acetyl-L-carnitine",439756,"C9H18NO4+","RDHQFKQIGNGIED-MRVPVSSYSA-O","CC(=O)OC(CC(=O)O)C[N+](C)(C)C","[(2R)-2-acetyloxy-3-carboxypropyl]-trimethylazanium"
"N-Acetyl-L-glutamic acid","HILIC",-1,NA,NA,NA,NA,NA,NA,"New6","Acetylglutamic acid","Acetylglutamic acid","Acetylglutamic acid","C7H11NO5",11.84,NA,"[M-H]","cpd:C00624","ChEBI:172431","Aq",4,"Mix1",190715,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Glutamic acid and derivatives; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Glutamic acid and derivatives; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Glutamic acid and derivatives",TRUE,"N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid",70914,"C7H11NO5","RFMMMVDNIPUKGG-YFKPBYRVSA-N","CC(=O)NC(CCC(=O)O)C(=O)O","(2S)-2-acetamidopentanedioic acid"
"NADH","HILIC",-1,"100 - >10000","0.85","16.5","500 - >10000","1.106","17.6","Redox","NADH","NADH","NADH","C21H27N7O14P2",11.26,664.116954,"[M-H]","cpd:C00004","ChEBI:16908","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: (5'->5')-dinucleotides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: (5'->5')-dinucleotides",TRUE,"NADH; DPNH; Reduced nicotinamide adenine dinucleotide",NA,NA,"BOPGDPNILDQYTO-NNYOXOHSSA-N","C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O","[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoyl-4H-pyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl hydrogen phosphate"
"3-Aminopropanesulfonate","HILIC",-1,NA,NA,NA,NA,NA,NA,"Sulfur","Amino Propanesulfonic Acid","3-Aminopropanesulfonate","Aminopropanesulfonate","C3H9NO3S",11.49,138.022491,"[M-H]","cpd:C03349","CHEBI:1457","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids",TRUE,"3-Aminopropanesulfonate; 3-Amino-1-propanesulfonic acid",NA,NA,"SNKZJIOFVMKAOJ-UHFFFAOYSA-M","C(CN)CS(=O)(=O)[O-]","3-aminopropane-1-sulfonate"
